left_doc_id,right_doc_id,left_doc_length,left_start,right_start,left_end,right_end,score,left_bill_title,right_bill_title,left,right,label
ok_2013-2014_SB906,vt_2009-2010_S34,1226,209,18,1178,1019,3058,Elections; establishing Agreement Among the States to Elect the President by Popular Vote; providing procedures. Effective date.,AN ACT RELATING TO THE AGREEMENT AMONG THE STATES TO ELECT THE PRESIDENT BY NATIONAL POPULAR VOTE,"the agreement among the states to elect the president by national popular vote. engr. s. b. no. 906 page 1 b. this state enters into the agreement with all other states legally joining in substantially the following form: agreement among the states to elect the president by national popular vote article i. membership - any state of the united states and the district of columbia may become a member of this agreement by enacting this agreement. article ii. right - of the people in member states to vote for president and vice president each member state shall conduct a statewide popular election for president and vice president of the united states. article iii. manner - of appointing presidential electors in member states - prior to the time set by law for the meeting and voting by the presidential electors, the chief election official of each member state shall determine the number of votes for each presidential slate in each state of the united states and in the district of columbia in which votes have been cast in - - - - - - - - - a statewide popular election and shall add such votes together to produce a ""national - popular vote total"" for each presidential slate. - the chief election official of each member state shall designate the presidential slate with the largest national popular vote total as the ""national popular vote winner"". engr. s. b. no. 906 page 2 the presidential elector certifying official of each member state shall certify the appointment in that officialÕs own state of the elector slate nominated in that state in association with the national popular vote winner. - at least six (6) days before the day fixed by law for the meeting and voting by the presidential electors, each member state shall make a final determination of the number of popular votes cast in the state for each presidential slate and shall communicate an official statement of such determination within twenty-four (24) hours to the chief election official of each other member state. - the chief election official of each member state shall treat as conclusive an official statement containing the number of popular votes in a state for each presidential slate made by the day established by federal law for making a stateÕs final determination conclusive as to the counting of electoral votes by congress. in the event of a tie for the national popular vote winner, the presidential elector certifying official of each member state shall certify the appointment of - - - - - - - - - the elector slate nominated in association with the presidential slate receiving the largest number of popular votes within that officialÕs own state. - if, for any reason, the number of presidential electors nominated in a member state in association with the national popular vote winner is less than or greater than that stateÕs number of electoral votes, the presidential candidate on the presidential engr. s. b. no. 906 page 3 slate that has been designated as the national popular vote winner shall have the power to nominate the presidential electors for that state and that stateÕs presidential elector certifying official shall certify the appointment of such nominees. - the chief election official of each member state shall immediately release to the public all vote counts or statements of votes as they are determined or obtained. - this article shall govern the appointment of presidential electors in each member state in any year in which this agreement is, on july 20, in effect in states cumulatively possessing a majority of the electoral votes. - - article iv. other provisions this agreement shall take effect when states cumulatively possessing a majority of the electoral votes have enacted this agreement in substantially the same form and the enactments by such states have taken effect in each state. - any member state may withdraw from this agreement, except that a withdrawal occurring six months or less before the end of a presidentÕs term - - - - - - - - - shall not become effective until a president or vice president shall have been qualified to serve the next term. - the chief executive of each member state shall promptly notify the chief executive of all other states of when this agreement has been enacted and has taken effect in that officialÕs state, when the engr. s. b. no. 906 page 4 state has withdrawn from this agreement, and when this agreement takes effect generally. - this agreement shall terminate if the electoral college is abolished. - if any provision of this agreement is held invalid, the remaining provisions shall not be affected. - - article v. for purposes of this agreement:. definitions chief - - - - - - - - - - - - - - - - - - - - - - - - - - executive shall mean the governor of a state of the united states or the mayor of the district of columbia;. - elector slate shall mean a slate of candidates who have been nominated in a state for the position of presidential elector in association with a presidential slate;. chief election official shall mean the state official or body that is authorized to certify the total number of popular votes for each presidential slate;. presidential elector shall mean an elector for president and vice president of the united states;. - - - - - - - - - - presidential elector certifying official shall mean the state official or body that is authorized to certify the appointment of the stateÕs presidential electors;. - presidential slate shall mean a slate of two persons, the first of whom has been nominated as a candidate for president of the united states and the second of whom has been nominated as a engr. s. b. no. 906 page 5 candidate for vice president of the united states, or any legal successors to such persons, regardless of whether both names appear on the ballot presented to the voter in a particular state;. - state shall mean a state of the united states or the district of columbia; and. statewide popular election shall mean a general election in which votes are cast for presidential slates by individual voters and counted on a statewide basis.","the agreement among the states to elect the president by national popular vote it is hereby enacted by the general assembly of the state of vermont: sec. 1. 17 v.s.a. chapter 58 is added to read: chapter 58. agreement among the states to elect the president by national popular vote 2751. article iÐmembership any state of the united states and the district of columbia may become a member of this agreement by enacting this agreement. 2752. article iiÐright of the people in member states to vote for president and vice president each member state shall conduct a statewide popular election for president and vice president of the united states. 2753. article iiiÐmanner of appointing presidential electors in member states (a) prior to the time set by law for the meeting and voting by the presidential electors, the chief election official of each member state shall determine the number of votes for each presidential slate in each state of the united states and in the district of columbia in which votes have been cast in as passed by senate s.34 2009 page 2 www.leg.state.vt.us a statewide popular election and shall add such votes together to produce a national popular vote total for each presidential slate. (b) the chief election official of each member state shall designate the presidential slate with the largest national popular vote total as the national popular vote winner. (c) - - - - - the presidential elector certifying official of each member state shall certify the appointment in that officialÕs own state of the elector slate nominated in that state in association with the national popular vote winner. (d) at least six - days before the day fixed by law for the meeting and voting by the presidential electors, each member state shall make a final determination of the number of popular votes cast in the state for each presidential slate and shall communicate an official statement of such determination within 24 - hours to the chief election official of each other member state. (e) the chief election official of each member state shall treat as conclusive an official statement containing the number of popular votes in a state for each presidential slate made by the day established by federal law for making a stateÕs final determination conclusive as to the counting of electoral votes by congress. (f) in event of a tie for the national popular vote winner, the presidential elector-certifying - official of each member state shall certify the appointment of as passed by senate s.34 2009 page 3 www.leg.state.vt.us the elector slate nominated in association with the presidential slate receiving the largest number of popular votes within that officialÕs own state. (g) if, for any reason, the number of presidential electors nominated in a member state in association with the national popular vote winner is less than or greater than that stateÕs number of electoral votes, the presidential candidate on the presidential - - - - - - - slate that has been designated as the national popular vote winner shall have the power to nominate the presidential electors for that state and that stateÕs presidential elector certifying official shall certify the appointment of such nominees. (h) the chief election official of each member state shall immediately release to the public all vote counts or statements of votes as they are determined or obtained. (i) this article shall govern the appointment of presidential electors in each member state in any year in which this agreement is, on july 20, in effect in states cumulatively possessing a majority of the electoral votes. 2754. article ivÐother provisions (a) this agreement shall take effect when states cumulatively possessing a majority of the electoral votes have enacted this agreement in substantially the same form and the enactments by such states have taken effect in each state. (b) any member state may withdraw from this agreement, except that a withdrawal occurring six months or less before the end of a presidentÕs term as passed by senate s.34 2009 page 4 www.leg.state.vt.us shall not become effective until a president or vice president shall have been qualified to serve the next term. (c) the chief executive of each member state shall promptly notify the chief executive of all other states of when this agreement has been enacted and has taken effect in that officialÕs state, when the - - - - - - - state has withdrawn from this agreement, and when this agreement takes effect generally. (d) this agreement shall terminate if the electoral college is abolished. (e) if any provision of this agreement is held invalid, the remaining provisions shall not be affected. 2755. article vÐdefinitions for purposes of this agreement: (1) chief election official shall mean the state official or body that is authorized to certify the total number of popular votes for each presidential slate. (2) chief executive shall mean the governor of a state of the united states or the mayor of the district of columbia. (3) elector slate shall mean a slate of candidates who have been nominated in a state for the position of presidential elector in association with a presidential slate. (4) - - - - - - - - - - - - - - - - - - - - - - - - presidential elector shall mean an elector for president and vice president of the united states. as passed by senate s.34 2009 page 5 www.leg.state.vt.us (5) presidential elector certifying official shall mean the state official or body that is authorized to certify the appointment of the stateÕs presidential electors. (6) presidential slate shall mean a slate of two persons, the first of whom has been nominated as a candidate for president of the united states and the second of whom has been nominated as a - - - - - - - candidate for vice president of the united states, or any legal successors to such persons, regardless of whether both names appear on the ballot presented to the voter in a particular state. (7) state shall mean a state of the united states and the district of columbia. (8) statewide popular election shall mean a general election in which votes are cast for presidential slates by individual voters and counted on a statewide basis.",1
nv_75_SB313,sd_2011_HB1062,17781,0,355,40,395,645,Revises provisions relating to guardianships. (BDR 13-182),adopt the Uniform Adult Guardianship and Protective Proceedings Jurisdiction Act.,"if at any time a court of this state determines that it acquired jurisdiction to appoint a guardian - - - - - because of unjustifiable conduct by the guardian or the petitioner, the court may: (a) - decline to exercise jurisdiction; (b) - exercise jurisdiction for the limited purpose of fashioning an appropriate remedy to ensure the health, safety and welfare of the ward or the protection of the wardÕs property or to prevent a repetition of the unjustifiable conduct, including staying the proceeding until a petition for the appointment of a guardian - - - - - - is filed in a court of another state having jurisdiction; or (c) - continue to exercise jurisdiction after considering: (1) - the extent to which the ward and all persons required to be notified of the proceedings have acquiesced in the exercise of the courtÕs jurisdiction; (2) - whether it is a more appropriate forum than the court of any other state; - - - - - - - - - - - and (3) - whether the court of any other state would have jurisdiction under factual circumstance in substantial conformity with the jurisdictional standard. 2. - - - - - - - if a court of this state determines that it acquired jurisdiction to appoint a guardian - - - - - because a party seeking to invoke its jurisdiction engaged in unjustifiable conduct, the court may assess against that party necessary and reasonable expenses, including, without limitation, attorneyÕs fees, investigative fees, court costs, communication expenses, witness fees and expenses, and travel expenses.","if at any time a court of this state determines that it acquired jurisdiction to appoint a guardian or issue a protective order because of unjustifiable conduct, - - - - - - the court may: (1) decline to exercise jurisdiction; (2) exercise jurisdiction for the limited purpose of fashioning an appropriate remedy to ensure the health, safety, and welfare of the respondent or the protection of the respondent's property or - prevent a repetition of the unjustifiable conduct, including staying the proceeding until a petition for the appointment of a guardian or issuance of a protective order is filed in a court of another state having jurisdiction; or (3) continue to exercise jurisdiction after considering: (a) the extent to which the respondent and all persons required to be notified of the proceedings have acquiesced in the exercise of the court's jurisdiction; (b) whether it is a more appropriate forum than the court of any other state under the factors set forth in section 206(c) of this act; and (c) whether the court of any other state would have jurisdiction under factual circumstances in substantial conformity with the jurisdictional standards of section 203 of this act. (b) if a court of this state determines that it acquired jurisdiction to appoint a guardian or issue a protective order because a party seeking to invoke its jurisdiction engaged in unjustifiable conduct, it - may assess against that party necessary and reasonable expenses, including attorney's - - fees, investigative fees, court costs, communication expenses, witness fees and expenses, and travel expenses.",1
nm_2013_SB277,pa_2011-2012_SB205,1209,2,65,5,68,232.5,SINGLE SALES & REDUCE CORPORATE SALES TAX,"An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, providing for apportionment of business income.","all business income shall be apportioned to this state by multiplying the income by a fraction, the numerator of which is the property factor plus the payroll factor plus - - the sales factor and the denominator of which is three. [b. for taxable years beginning prior to january 1, 2020, a taxpayer whose principal business activity is manufacturing may elect to have business income - - apportioned to this state by multiplying the income by a fraction, the numerator of which is the - - - - - property factor plus - the payroll factor plus twice - the sales factor and the denominator of which is","all business income shall be apportioned to this state by multiplying the income by a fraction, the numerator of which is the property factor plus the payroll factor plus three times the sales factor and the denominator of which is five. (ii) for taxable years beginning after december 31, 2006, all - - - - - - - - - - - - business income shall be apportioned to this state by multiplying the income by a fraction, the numerator of which is the sum of fifteen times the property factor, fifteen times the payroll factor and seventy times the sales factor and the denominator of which is",0
il_97th_SB42,ks_2013-2014_SB344,3431,19,21,29,31,246.5,CNTY CD-APPOINTMENTS/APPLY,"Special permits, oversized loads, transportation of hay or feed stuffs.","limit the number of trips, to establish seasonal or other time limitations within which the vehicles described may be operated on the highways indicated, or otherwise to limit or prescribe conditions of operations of such vehicle or - - vehicles, when necessary to assure against undue damage to the road foundations, surfaces or structures, and may require such undertaking or other security as may be deemed necessary to compensate for any injury to any roadway or road structure. the department shall","limit the number of trips, or establish seasonal or other time limitations within which the vehicles described may be operated on the highways, or may otherwise - limit or prescribe conditions of operations of such vehicle or combination of vehicles, when necessary to assure against undue damage to the road. the secretary or local authority may require such undertaking or other security as may be deemed necessary to compensate for any injury to any roadway or road structure. (e)_every permit shall",1
ms_2008_HB595,il_95th_HJR103,662,175,258,182,265,201,Multidrug-resistant organisms; require Health Department to perform certain functions to prevent and control.,MRSA EDUCATION TASK FORCE,"publicize guidelines for reducing the incidence of mdros - - - - to health care providers, health care facilities, public health departments, prisons, jails, and the general public; and (ii) provide periodic reports and updates to public officials, health professionals, and the general public statewide regarding new developments or procedures concerning prevention and management of infections due to mdros.","publicize guidelines for reducing the incidence of multidrug-resistant organisms (mdros), including mrsa, to health care providers, health care facilities, public health departments, prisons, jails, and the general public; and to provide periodic reports and updates to public officials, health professionals, and the general public statewide regarding new developments or procedures concerning prevention and management of infections due to mdros.",1
nm_2013_HB188,wy_2014_HB113,237,54,71,64,81,91.5,CONTRACTOR AGREEMENT WITH LABOR ORGANIZATIONS,Government contracts-labor organizations.,"a bidder, - offeror, contractor or subcontractor from entering into or - adhering to an agreement with a - - - labor organization; - - - - - - or c. - - - - - - - - - otherwise discriminate against - a bidder, offeror, contractor or subcontractor for: (1) becoming or remaining a signatory to an agreement with one or more labor organizations; (2) refusing to become or remain a signatory to an agreement with one or more labor organizations; or (3) adhering or refusing to adhere to an agreement with - one - or more labor","a bidder, 10 offeror, contractor or subcontractor from entering into or 11 adhering to an agreement with one (1) or more labor 12 organizations in regard to that project or a related 13 construction project; 15 (ii) a term that otherwise discriminates against 16 a bidder, offeror, contractor or subcontractor for becoming 17 or remaining - - - - - - - or - - - - refusing to become or remain a signatory to 18 - - - - - - - or for adhering or refusing to adhere to, an agreement with 19 one (1) or more labor",1
ma_187th_S1164,ny_2011-2012_A1829,602,71,324,75,328,116.5,An Act relative to foods containing artificial trans fat,"Relates to prohibiting the sale or use of artificial trans fats in food service establishments, mobile food service establishments and retail food stores","a food shall be deemed to contain artificial trans fat if the - food is labeled as, lists as an ingredient, or - - - - - - - - - - - - - - - - - - - - - - contains - - - - - - - - any kind of partially - hydrogenated vegetable oil; provided, however, that - - - - - a food with a - - - - nutrition facts label or other documentation from the manufacturer which lists the trans fat content of the food as less than 0.5 grams - per serving shall not be deemed to contain artificial trans fat.","a food shall be deemed to contain artificial trans fat if the food is labeled as, lists as an ingredient, or contains: (i) vegetable shortening or margarine, unless documentation acceptable to the depart ment demonstrates that such vegetable shortening or margarine contains no partially hydrogenated vegetable oil; or (ii) any kind of partially hydrogenated vegetable oil. (b) notwithstanding paragraph (a) of this subdivision, a food which has, according to the nutrition facts label or other documentation acceptable to the department, a trans fat content of - - - less than 0.5 grams per serving shall not be deemed to contain artificial trans fat.",1
wi_2013 Regular Session_AJR101,ga_2013_14_SR974,471,340,366,383,400,50.5,expressing support for the Boy Scouts of America.,Boy Scouts of America Program; 104th anniversary; recognize,"the scouting for food program; and whereas, 843 wisconsin youth earned their eagle scout badge in 2013; now, therefore, be it resolved by the assembly, the senate concurring, that the members of the wisconsin legislature express support for the boy scouts of america","the scouting for food project, and their dedication and commitment is26 worthy of recognition.27 - - - now, therefore, be it resolved by the - - senate - that the members of this body28 recognize - - - the boy scouts of america",1
nj_214_A3827,ms_2011_SB2940,3491,9,1182,14,1187,57.5,"""Appraisal Management Company Registration Act.""",Real Estate Appraisers Licensing and Certification Act; revise to place appraisal management companies under the authority of.,"an appraisal management company applying to the board for - registration in this state shall not: (1) in whole or in part, directly or indirectly, be owned by any person who has had - - - - - - - an appraiser license - - or certificate in this state or in any other","an appraisal management company applying - - - for a registration in this state may not be more than ten percent (10%) - - - - owned by any person who has had a license or certificate to act as an appraiser refused, denied, canceled, or revoked in this state or in any other",1
va_2012_HB261,mo_2012_SB658,1379,2,1551,6,1555,50,Abortion; ultrasound required at least 48 hours prior to undergoing procedure.,Enacts provisions regarding safety procedures for the use of abortion-inducing drugs,the probable anatomical and physiological characteristics of the human fetus at two-week gestational increments from,the probable anatomical and physiological characteristics of the unborn child at two-week gestational increments from,1
az_52nd-1st-regular_HB2139,sc_119_S1056,4384,457,1933,571,2021,119,controlled substances; schedules,"A BILL TO AMEND SECTION 44-53-160, AS AMENDED, CODE OF LAWS OF SOUTH CAROLINA, 1976, RELATING TO THE MANNER IN WHICH CHANGES TO SCHEDULES OF CONTROLLED SUBSTANCES MAY BE MADE BY THE DEPARTMENT OF HEALTH AND ENVIRONMENTAL CONTROL, SO AS TO PROVIDE THAT THE EXISTENCE OF A RECOGNIZED MEDICAL USE OF A SUBSTANCE MUST BE CONSIDERED BY THE DEPARTMENT WHEN MAKING A RECOMMENDATION TO THE GENERAL ASSEMBLY ABOUT ADDING A SUBSTANCE TO A SCHEDULE, TO PROVIDE FOR THE ADDITION, DELETION, OR RESCHEDULING OF A CONTROLLED SUBSTANCE BY THE DEPARTMENT WHEN A CORRESPONDING ADDITION, DELETION, OR RESCHEDULING OF THE DRUG BY FEDERAL LAW OR REGULATION OCCURS, TO PROVIDE FOR THE EMERGENCY DESIGNATION OF A SUBSTANCE AS A SCHEDULE I SUBSTANCE, AND TO PROVIDE AN EXEMPTION FROM ORDINARY PROMULGATION REQUIREMENTS; AND TO AMEND SECTION 44-53-190, AS AMENDED, RELATING TO SCHEDULE I CONTROLLED SUBSTANCES, SO AS TO DEFINE AND ADD SYNTHETIC CANNABINOIDS, CATHINONES, AND SUBSTITUTED CATHINONES TO THAT SCHEDULE.!","any material, compound, mixture or preparation which contains any quantity of the following substances having a potential for abuse associated with a stimulant effect on the central nervous system: (a) amphetamine and its salts, optical isomers and salts of its optical isomers. (b) methamphetamine, including its salts, isomers and salts of isomers. (c) phenmetrazine and its salts. (d) methylphenidate. (e) phenylacetone (immediate precursor to amphetamine and methamphetamine). (f) lisdexamfetamine, and its salts, isomers and salts of isomers. 4. - any material, compound, mixture or preparation which contains any quantity of the following substances having a potential for abuse associated with a depressant effect on the central nervous system, including its salts, isomers and salts of","any material, compound, mixture, or preparation which contains any quantity of the following substance having a depressant - - - - - - effect on the central nervous system, - - - - - - - - - - - - - - - including its salts, isomers, and salts of isomers if possible within the specific chemical designation: (1) mecloqualone; (2) methaqualone; or (3) gamma hydroxybutyric acid. (ff) stimulants. unless specifically excepted or unless listed in another schedule, any material, compound, mixture, or preparation which contains any quantity of the following substances having a stimulant - - - - - - effect on the central nervous system, including its salts, isomers, and salts of",1
ia_2013-2014_SSB1012,ky_2012RS_HB520,4261,2,2323,8,2329,81,"A study bill for an act relating to proof of identification and proof of residence in order to register to vote or to vote, creating a criminal offense for falsely swearing certain oaths and affidavits, and including applicability provisions. 01/15/13 Danielson, Jochum, Sorenson","AN ACT relating to voter identification. Create a new section of KRS Chapter 117 to allow a voter to cast a provisional ballot if the voter is unable or declines to produce proof of identification by executing a provisional voter's affidavit furnished by the State Board of Elections, and to describe the voting procedure for casting a provisional ballot; create a new section of KRS Chapter 117 to describe how to validate a provisional voter's ballot by requiring the provisional voter to appear before the county clerk or county board of elections to provide an affidavit stating that the voter is the same individual who cast the provisional ballot, and to either show proof of identification or give a sworn statement that the voter is indigent and unable to obtain proof of identification or has a religious objection to being photographed; amend KRS 116.065 to include provisional ballots and absentee provisional ballots in the requirements for verification and the penalties of perjury; amend KRS 116.155 to describe the creation of an individual's voter identification number and the circumstances under which the number can be changed; amend KRS 117.066 to clarify that there are two ballot boxes that are transferred to the county board of elections, and change the reference to KRS 117.275 to conform to the provisions of this Act; amend KRS 117.075 to require proof of identification to be included with a person's application for an absentee ballot, and to set out the procedures for a voter to submit a provisional absentee voter's affidavit with a provisional absentee ballot if the voter did not submit a copy of his or her proof of identification or the proof of identification did not match the voter's voter identification number in the application for an absentee ballot; amend KRS 117.077 to require proof of identification to be sent with the absentee ballot request and provide for the voter to cast a provisional absentee ballot iff the voter did not submit proof of identification or the proof of identification did not match the voter's identification number; amend KRS 117.085 to set out the requirements for provisional absentee voting when voting by mail and for canceling the absentee ballots when the voter is able to vote in person on election day; amend KRS 117.0851 to include provisional absentee ballots with absentee ballots in the tabulation procedures; amend KRS 117.086 to provide instructions to the provisional absentee voter on how to vote a provisional absentee ballot; include provisional absentee ballots in absentee voting procedures; provide for provisional ballots for persons who appear in person to vote an absentee ballot but who are unable or decline to provide proof of identification;require separate ballot boxes and lists for absentee and provisional absentee ballots; amend KRS 117.0863 to include provisional absentee ballots in the requirements for absentee ballots; amend KRS 117.0865 to include provisional absentee ballots in the prohibition against aiding another in completing an absentee ballot or encouraging the voter to vote in a particular way; amend KRS 117.087 to clarify the method of processing provisional absentee ballots; amend KRS 117.145 to require the county clerk to print a sufficient number of provisional absentee ballots and provisional voter affidavits and to specify the form of the provisional absentee ballot; amend KRS 117.175 to include instructions for filling out provisional absentee ballots and provisional voter affidavits in the instruction cards provided by the county clerk; amend KRS 117.187 to include instruction on proof of identification in the training provided by the county board of elections; amend KRS 117.195 to include provisional ballots, provisional voter affidavits, and a locked ballot box for provisional ballots in the items furnished to each precinct by the county clerk; amend KRS 117.225 to require that a voter provide proof of identification that matches the voter's voter identification number in order to cast a vote in a precinct polling place; provide an exception to requiring proof of identification ifthe voter resides in a licensed care facility where the voting is taking place; amend KRS 117.227 to delete the requirement that a person's identify may be confirmed by personal acquaintance or by specific documents other than those documents designated as providing proof of identification; amend KRS 117.245 to specify that the challenge procedures do not apply to failure to provide proof of identification; amend KRS 117.255 to include provisional voters and provisional ballots in the instructions for marking a spoiled ballot; amend KRS 117.265 to include provisional voters and provisional ballots in the instructions for write-in candidates; amend KRS 117.275 to provide for tabulation of provisional ballots by the county board of elections; amend KRS 117.305 to include provisional ballots and provisional absentee ballots in the recanvassing procedures; amend KRS 117.365 to include provisional voter affidavits in the documents to be presented to the grand jury; amend KRS 117.375 to include provisional ballot and provisional absentee ballot in the definition of ""ballot"" or ""official ballot"" and to define ""proof of identification,"" ""provisional voter"" and ""provisional absentee voter,"" and ""provisional ballot"" or ""provisional absentee ballot""; amend KRS 117.383 to include provisional ballot cards in the State Board of Elections requirement to design ballot cards; amend KRS 117.385 to include instructions on how a voter is to place a provisional ballot with the accompanying affidavit in the appropriate envelope and box in the presence of a precinct election officer; amend KRS 117.995 to include provisional voting in the penalty provisions relating to voting; amend KRS 118.015 to define ""ballot"" or ""official ballot"" to include provisional ballots and provisional absentee ballots; amend KRS 118.305 to require the county clerk to print provisional ballots and provisional absentee ballots for the voting machines, and to ensure that provisional absentee ballots are not tabulated or recorded for any candidate who was replaced, to provide that candidates for members of boards of education shall have their names printed on the provisional ballots; ensure that only duly nominated candidates shall have their names printed on provisional absentee ballots and provisional ballots; amend KRS 118.405 to prohibit more than one appearance of a candidate's name on any provisional ballot or provisional absentee ballot; amend KRS 118A.010 to define ""ballot"" or ""official ballot"" to include provisional ballots and provisional absentee ballots; amend KRS 118A.100 to require county clerks to print on provisional ballots and provisional absentee ballots the candidates for offices of the Court of Justice; amend KRS 118A.130 to prohibit a judicial candidate""s name from appearing more than once on a provisional ballot or a provisional absentee ballot; amend KRS 118A.150 to only allow duly nominated candidates to the Court of Justice to have his or her name printed on provisional absentee ballots and provisional ballots; amend KRS 119.005 to define ""ballot"" or ""official ballot"" to include provisional ballots and provisional absentee ballots; and amend KRS 120.005 to define ""ballot"" or ""official ballot"" to include provisional ballots and provisional absentee ballots.",that the voter is either indigent and unable to obtain proof of identification without the payment of a fee or that the voter has a religious objection to being photographed.,that the voter: a. is indigent and unable to obtain proof of identification without the payment of a fee; or b. - - has a religious objection to being photographed.,1
nv_77_SB59,nj_215_S408,755,290,2904,310,2926,59,Eliminates a restriction on times during which a charter school may use school buildings owned by a school district. (BDR 34-397),"Modifies various aspects of charter school program including student enrollment procedures, revocation of charter, monitoring of charter schools, and collaboration between school districts and charter schools.","in a charter school, the board of trustees of the school district in which the pupil - - resides shall authorize the","in a charter school, the board of education of the school district in which the charter school applicant resides shall process the",2
nj_213_S2909,mn_2009-2010_SF1653,1130,29,11519,580,12179,283,Prohibits misleading use of senior-specific certifications or professional designations in connection with sales of securities.,Miscellaneous commerce provisions modifications,"has special - - training in advising or servicing senior citizens or retirees, in such a way as to mislead any person, in connection with the offer, sale, or purchase of a security, - or - - - - - - the provision of advice as to the value of or the advisability of investing in, purchasing, or selling a security, - - - - - - either directly or indirectly or through a publication or a writing, - - - - or by issuing or promulgating an analysis or a report relating to a security. the bill specifies certain - - - prohibited uses of a senior-specific certification or professional designation as a dishonest or unethical practice. these practices include, but are not limited to, use of: (1) - - - a certification or professional designation by a person - who has - - not actually earned or is otherwise ineligible to use such certification or designation; (2) - - - a nonexistent or self-conferred certification or professional designation; (3) - - - a certification or professional designation that indicates or implies a level of - - occupational qualifications obtained through education, training, or experience that the person - - - using the certification or professional designation does not have; and (4) - - - a certification or professional designation that was obtained from a certifying - - or designating organization","has special certification or training in advising or servicing seniors - - - in 2connection - - - - - - - with the solicitation, sale, or purchase of a life insurance or annuity product or 2in the provision of advice as to the value of or the advisability of purchasing - - or selling a 2life insurance or annuity product, either directly or indirectly, including the provision of 2advice through publications or writings or by issuing or promulgating analyses or reports 20related to a life insurance or annuity product. 21(b) the prohibited use of - senior-specific certifications or professional designations 22includes, - - - - - - but is not limited to, the following: 23(1) use of a certification or professional designation by an insurance producer who 24has not actually earned or is otherwise ineligible to use such certification or designation; 25(2) use of a nonexistent or self-conferred certification or professional designation; 26(3) use of a certification or professional designation that indicates or implies a level 27of occupational qualifications obtained through education, training, or experience that the 28insurance producer using the certification or - designation does not have; and 29(4) use of a certification or professional designation that was obtained from a 20certifying or designating organization",1
